person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
46.0,35004.0,Rent,0.0,Personal,C,4500.0,12.68,0.0,0.13,N,13
40.0,69996.0,Rent,6.0,Medical,B,3000.0,10.75,0.0,0.04,N,15
30.0,102213.0,Rent,3.0,Medical,D,25000.0,15.7,1.0,0.21,N,7
22.0,23000.0,Rent,6.0,Medical,B,10000.0,9.88,1.0,0.43,N,2
24.0,37000.0,Mortgage,8.0,Venture,B,10000.0,10.99,0.0,0.27,N,4
25.0,90000.0,Mortgage,9.0,Homeimprovement,A,10000.0,5.42,0.0,0.11,N,4
22.0,98004.0,Mortgage,6.0,Debtconsolidation,A,16000.0,7.66,0.0,0.16,N,3
23.0,43000.0,Mortgage,1.0,Education,A,9000.0,9.63,0.0,0.21,N,2
26.0,35000.0,Mortgage,10.0,Venture,A,6000.0,7.51,0.0,0.17,N,4
23.0,24000.0,Own,0.0,Education,A,7000.0,7.14,0.0,0.29,N,3
23.0,40000.0,Rent,0.0,Venture,A,15000.0,8.94,1.0,0.38,N,4
24.0,60000.0,Mortgage,0.0,Personal,B,15000.0,11.89,0.0,0.25,N,2
33.0,120000.0,Mortgage,6.0,Medical,A,4500.0,5.99,0.0,0.04,N,5
27.0,35496.0,Rent,2.0,Education,A,3200.0,7.88,0.0,0.09,N,6
23.0,80000.0,Own,7.0,Venture,B,25000.0,9.99,0.0,0.31,N,3
23.0,100000.0,Mortgage,7.0,Education,A,15000.0,7.88,0.0,0.15,N,4
24.0,85000.0,Rent,6.0,Personal,C,10000.0,13.72,0.0,0.12,Y,2
25.0,84000.0,Rent,1.0,Venture,E,8000.0,16.45,1.0,0.1,N,2
22.0,40000.0,Mortgage,2.0,Personal,A,8100.0,7.14,0.0,0.2,N,3
24.0,80000.0,Rent,5.0,Medical,B,12000.0,12.69,0.0,0.15,N,2
24.0,125375.0,Rent,0.0,Medical,C,12000.0,14.27,1.0,0.08,N,2
30.0,75000.0,Mortgage,3.0,Venture,A,18750.0,7.9,0.0,0.25,N,6
26.0,64000.0,Mortgage,2.0,Personal,D,8000.0,14.96,0.0,0.13,Y,2
26.0,45243.0,Rent,3.0,Venture,B,4800.0,9.25,0.0,0.11,N,2
25.0,26000.0,Rent,4.0,Medical,C,8000.0,12.87,1.0,0.31,Y,3
31.0,42000.0,Rent,6.0,Education,D,1200.0,16.29,0.0,0.03,Y,5
36.0,40000.0,Own,2.0,Personal,A,5000.0,7.88,0.0,0.13,N,12
33.0,43000.0,Mortgage,4.0,Homeimprovement,C,10000.0,13.35,0.0,0.23,Y,10
23.0,73164.0,Mortgage,7.0,Venture,B,1000.0,10.36,0.0,0.01,N,2
32.0,116000.0,Mortgage,15.0,Education,B,21600.0,10.62,0.0,0.19,N,9
50.0,150000.0,Rent,3.0,Debtconsolidation,A,14000.0,6.91,0.0,0.09,N,12
24.0,77385.0,Rent,6.0,Debtconsolidation,A,9200.0,6.03,0.0,0.12,N,3
23.0,113000.0,Mortgage,4.0,Debtconsolidation,A,12000.0,7.66,0.0,0.11,N,4
21.0,30000.0,Rent,2.0,Personal,B,7000.0,10.99,1.0,0.23,N,2
22.0,60000.0,Rent,6.0,Medical,B,6000.0,11.99,0.0,0.1,N,3
32.0,50000.0,Mortgage,3.0,Personal,A,6000.0,6.76,0.0,0.12,N,6
23.0,71004.0,Own,1.0,Education,C,15000.0,13.47,0.0,0.21,Y,3
31.0,70000.0,Mortgage,0.0,Medical,A,3000.0,8.9,0.0,0.04,N,8
23.0,60000.0,Rent,0.0,Venture,A,8400.0,7.49,0.0,0.14,N,3
35.0,40000.0,Rent,2.0,Medical,C,7550.0,13.92,0.0,0.19,N,9
24.0,30000.0,Rent,1.0,Education,B,12300.0,10.74,1.0,0.41,N,2
24.0,75000.0,Rent,2.0,Medical,B,2000.0,9.99,0.0,0.03,N,2
23.0,70000.0,Rent,4.0,Education,A,6000.0,7.49,0.0,0.09,N,3
23.0,14400.0,Own,2.0,Homeimprovement,E,4000.0,16.7,1.0,0.28,N,2
30.0,36000.0,Mortgage,1.0,Debtconsolidation,A,15000.0,6.62,0.0,0.42,N,9
32.0,89000.0,Rent,0.0,Medical,A,12000.0,8.94,0.0,0.13,N,6
23.0,30000.0,Rent,4.0,Medical,B,8000.0,12.18,0.0,0.27,N,2
29.0,84996.0,Mortgage,13.0,Debtconsolidation,A,6000.0,7.68,0.0,0.07,N,8
25.0,21996.0,Rent,3.0,Homeimprovement,C,8000.0,13.98,1.0,0.36,Y,2
26.0,45000.0,Rent,0.0,Debtconsolidation,B,9000.0,10.39,0.0,0.2,N,2
28.0,84000.0,Mortgage,12.0,Medical,B,20500.0,10.0,0.0,0.24,N,5
23.0,29520.0,Rent,7.0,Education,D,8500.0,15.37,0.0,0.29,Y,2
28.0,39000.0,Rent,6.0,Debtconsolidation,A,5000.0,5.99,1.0,0.13,N,7
42.0,78000.0,Mortgage,4.0,Medical,C,8000.0,10.78,0.0,0.1,Y,13
22.0,45000.0,Mortgage,1.0,Education,B,8000.0,12.53,0.0,0.18,N,3
26.0,95000.0,Mortgage,10.0,Homeimprovement,C,15000.0,15.96,0.0,0.16,N,3
22.0,110000.0,Rent,6.0,Medical,A,6400.0,9.32,0.0,0.06,N,4
28.0,44000.0,Mortgage,5.0,Debtconsolidation,C,7000.0,13.06,0.0,0.16,N,9
33.0,153000.0,Mortgage,1.0,Homeimprovement,D,23100.0,14.74,1.0,0.15,Y,9
23.0,66912.0,Mortgage,7.0,Personal,C,16000.0,12.73,0.0,0.24,N,3
34.0,39000.0,Rent,5.0,Homeimprovement,B,7200.0,11.71,1.0,0.18,N,5
30.0,39552.0,Mortgage,2.0,Venture,B,12375.0,10.37,0.0,0.31,N,9
32.0,29000.0,Own,0.0,Personal,A,2000.0,8.49,0.0,0.07,N,8
33.0,170004.0,Mortgage,17.0,Personal,A,12000.0,7.51,0.0,0.07,N,9
25.0,19200.0,Rent,0.0,Homeimprovement,B,5000.0,9.62,1.0,0.26,N,2
21.0,45000.0,Rent,3.0,Medical,B,9600.0,12.18,0.0,0.21,N,3
39.0,90000.0,Mortgage,15.0,Venture,A,10500.0,7.66,0.0,0.12,N,12
23.0,40000.0,Rent,0.0,Venture,A,3400.0,6.92,0.0,0.09,N,3
28.0,45000.0,Rent,1.0,Debtconsolidation,B,10000.0,9.91,0.0,0.22,N,6
22.0,41600.0,Own,4.0,Education,B,12000.0,12.42,0.0,0.29,N,2
22.0,26000.0,Mortgage,4.0,Personal,B,4000.0,9.25,0.0,0.15,N,2
32.0,32004.0,Rent,10.0,Debtconsolidation,C,10400.0,15.27,1.0,0.32,N,9
33.0,44000.0,Rent,3.0,Medical,B,2725.0,12.18,1.0,0.06,N,6
22.0,51996.0,Mortgage,6.0,Education,A,9600.0,7.14,0.0,0.18,N,4
32.0,60000.0,Mortgage,11.0,Personal,C,7500.0,11.03,0.0,0.13,Y,10
22.0,30000.0,Rent,4.0,Debtconsolidation,E,13250.0,16.4,1.0,0.44,Y,3
21.0,72252.0,Mortgage,0.0,Venture,A,8000.0,6.99,0.0,0.11,N,2
23.0,30000.0,Rent,3.0,Personal,A,3600.0,5.99,0.0,0.12,N,2
29.0,150000.0,Mortgage,12.0,Personal,A,7000.0,9.32,0.0,0.05,N,6
28.0,40500.0,Rent,9.0,Debtconsolidation,A,15000.0,7.88,1.0,0.37,N,5
38.0,42000.0,Rent,3.0,Personal,B,2000.0,10.38,0.0,0.05,N,17
38.0,110000.0,Rent,5.0,Homeimprovement,A,20000.0,6.91,0.0,0.18,N,13
23.0,54804.0,Rent,4.0,Education,D,3600.0,16.77,0.0,0.07,Y,4
22.0,31000.0,Rent,4.0,Venture,B,3600.0,12.69,0.0,0.12,N,3
22.0,90000.0,Rent,7.0,Venture,A,12000.0,5.79,0.0,0.13,N,2
36.0,46000.0,Mortgage,3.0,Venture,A,8000.0,5.42,0.0,0.17,N,15
58.0,68000.0,Mortgage,1.0,Personal,B,8000.0,10.99,0.0,0.12,N,29
21.0,35000.0,Rent,0.0,Personal,F,8000.0,19.79,1.0,0.23,Y,4
25.0,32000.0,Rent,3.0,Venture,C,10000.0,12.99,1.0,0.31,Y,2
27.0,28000.0,Rent,3.0,Venture,C,6000.0,13.92,0.0,0.21,N,6
34.0,63500.0,Mortgage,18.0,Homeimprovement,A,5125.0,8.49,0.0,0.08,N,5
25.0,97000.0,Mortgage,9.0,Homeimprovement,D,25000.0,14.59,0.0,0.26,N,2
28.0,44500.0,Mortgage,5.0,Venture,B,20000.0,9.45,0.0,0.45,N,10
28.0,33600.0,Mortgage,12.0,Medical,A,3000.0,5.42,0.0,0.09,N,5
27.0,83000.0,Mortgage,11.0,Venture,C,2500.0,13.99,0.0,0.03,Y,8
39.0,97000.0,Rent,15.0,Personal,B,3000.0,9.25,0.0,0.03,N,17
25.0,50000.0,Mortgage,5.0,Personal,D,7500.0,13.8,0.0,0.15,Y,4
29.0,114500.0,Mortgage,13.0,Debtconsolidation,E,30000.0,19.29,1.0,0.26,N,6
27.0,26400.0,Rent,2.0,Medical,A,2000.0,6.54,0.0,0.08,N,10
24.0,70000.0,Own,8.0,Personal,B,24250.0,12.18,0.0,0.35,N,2
22.0,78000.0,Mortgage,3.0,Education,E,16000.0,16.45,0.0,0.21,N,3
27.0,45000.0,Mortgage,4.0,Medical,A,5000.0,6.03,0.0,0.11,N,9
22.0,83200.0,Rent,3.0,Education,D,10000.0,16.29,0.0,0.12,N,4
22.0,18000.0,Rent,0.0,Medical,C,3000.0,13.99,1.0,0.17,Y,4
26.0,80000.0,Mortgage,3.0,Education,A,18000.0,5.79,0.0,0.23,N,4
28.0,60000.0,Mortgage,12.0,Debtconsolidation,C,16800.0,12.61,0.0,0.28,Y,7
29.0,74100.0,Rent,3.0,Venture,C,4500.0,13.61,0.0,0.06,Y,8
27.0,85000.0,Mortgage,11.0,Education,A,12000.0,6.62,0.0,0.14,N,10
27.0,72000.0,Rent,9.0,Education,B,25000.0,10.75,1.0,0.35,N,8
41.0,50780.0,Mortgage,14.0,Personal,B,6000.0,10.99,0.0,0.12,N,17
31.0,275000.0,Mortgage,9.0,Personal,C,25000.0,13.85,0.0,0.09,N,6
23.0,39000.0,Rent,5.0,Personal,C,8400.0,13.79,1.0,0.22,N,2
24.0,45000.0,Rent,5.0,Medical,C,1300.0,13.61,0.0,0.03,Y,4
25.0,45000.0,Rent,0.0,Personal,C,14500.0,13.16,1.0,0.32,N,2
22.0,66000.0,Own,6.0,Education,A,5000.0,7.9,0.0,0.08,N,4
24.0,130000.0,Rent,7.0,Debtconsolidation,B,24000.0,11.49,0.0,0.18,N,3
33.0,38400.0,Rent,6.0,Medical,B,10500.0,11.99,0.0,0.27,N,8
23.0,57996.0,Mortgage,5.0,Education,A,8800.0,7.51,0.0,0.15,N,2
27.0,54000.0,Rent,3.0,Education,B,4000.0,10.74,0.0,0.07,N,5
23.0,84000.0,Rent,0.0,Medical,C,15000.0,11.34,0.0,0.18,N,3
37.0,75600.0,Mortgage,3.0,Debtconsolidation,A,28000.0,7.49,0.0,0.37,N,15
26.0,63000.0,Rent,1.0,Venture,E,10000.0,16.4,1.0,0.16,Y,2
30.0,63500.0,Mortgage,9.0,Venture,D,12000.0,15.33,0.0,0.19,Y,9
22.0,30000.0,Own,6.0,Venture,A,6000.0,7.49,0.0,0.2,N,3
22.0,48000.0,Mortgage,0.0,Medical,A,5000.0,6.03,0.0,0.1,N,4
26.0,36000.0,Mortgage,10.0,Personal,B,18000.0,10.39,0.0,0.5,N,2
33.0,40000.0,Rent,2.0,Debtconsolidation,A,4000.0,7.88,0.0,0.1,N,10
25.0,38000.0,Rent,9.0,Medical,B,4800.0,11.71,0.0,0.13,N,4
38.0,17108.0,Mortgage,7.0,Education,A,4375.0,7.51,1.0,0.26,N,13
23.0,97600.0,Mortgage,7.0,Medical,A,14500.0,7.51,0.0,0.15,N,2
32.0,52000.0,Rent,0.0,Personal,A,7125.0,7.49,0.0,0.14,N,10
29.0,71000.0,Mortgage,4.0,Debtconsolidation,A,4000.0,7.14,0.0,0.06,N,9
22.0,32000.0,Rent,2.0,Education,B,2000.0,12.53,1.0,0.06,N,2
24.0,155000.0,Rent,8.0,Education,B,18000.0,10.62,0.0,0.12,N,4
27.0,32000.0,Rent,2.0,Medical,D,8600.0,16.02,1.0,0.27,Y,6
25.0,76800.0,Mortgage,9.0,Debtconsolidation,D,15000.0,14.96,1.0,0.2,N,2
23.0,48000.0,Rent,3.0,Medical,A,4800.0,5.42,0.0,0.1,N,3
24.0,39996.0,Mortgage,1.0,Personal,B,3000.0,9.91,0.0,0.08,N,4
34.0,34000.0,Rent,0.0,Personal,A,8000.0,7.9,0.0,0.24,N,7
32.0,85000.0,Rent,7.0,Debtconsolidation,B,6000.0,11.71,0.0,0.07,N,5
32.0,65000.0,Rent,16.0,Debtconsolidation,C,12400.0,13.49,0.0,0.19,Y,6
28.0,42000.0,Rent,9.0,Education,A,2500.0,8.49,0.0,0.06,N,8
28.0,35000.0,Rent,4.0,Personal,D,10000.0,16.77,0.0,0.29,Y,8
23.0,62000.0,Mortgage,2.0,Venture,C,5000.0,13.57,0.0,0.08,Y,3
40.0,37440.0,Mortgage,3.0,Personal,B,10000.0,11.14,0.0,0.27,N,11
43.0,122500.0,Mortgage,4.0,Education,A,9150.0,6.03,0.0,0.07,N,12
37.0,117000.0,Mortgage,3.0,Personal,A,10000.0,8.94,0.0,0.09,N,11
24.0,77964.0,Rent,4.0,Debtconsolidation,D,9600.0,14.42,1.0,0.12,N,2
39.0,35000.0,Rent,8.0,Education,C,8000.0,13.22,0.0,0.23,Y,14
29.0,40000.0,Mortgage,0.0,Education,A,10625.0,6.62,0.0,0.27,N,5
22.0,25000.0,Rent,0.0,Personal,A,7500.0,7.51,0.0,0.3,N,4
27.0,120000.0,Mortgage,2.0,Venture,B,16000.0,12.21,0.0,0.13,N,5
25.0,70000.0,Rent,5.0,Homeimprovement,B,20000.0,9.99,0.0,0.29,N,2
21.0,18000.0,Rent,2.0,Debtconsolidation,C,5800.0,14.72,1.0,0.32,Y,4
21.0,51996.0,Rent,5.0,Personal,A,4600.0,8.59,0.0,0.09,N,2
27.0,49000.0,Rent,3.0,Education,B,3000.0,11.71,1.0,0.06,N,8
29.0,110000.0,Mortgage,0.0,Education,A,8500.0,7.51,0.0,0.08,N,10
26.0,28800.0,Rent,10.0,Medical,B,15000.0,10.0,1.0,0.52,N,2
23.0,75800.0,Rent,0.0,Education,A,7000.0,6.54,0.0,0.09,N,4
37.0,85000.0,Rent,21.0,Venture,A,1200.0,8.9,0.0,0.01,N,13
29.0,46000.0,Rent,6.0,Venture,B,4000.0,9.99,0.0,0.09,N,9
24.0,41000.0,Rent,1.0,Debtconsolidation,C,7000.0,12.53,0.0,0.17,N,2
39.0,60000.0,Mortgage,20.0,Medical,A,7000.0,7.68,0.0,0.12,N,15
35.0,45000.0,Rent,3.0,Medical,B,12000.0,11.26,0.0,0.27,N,5
25.0,134300.0,Rent,3.0,Medical,D,5000.0,16.49,1.0,0.03,N,2
26.0,84996.0,Rent,0.0,Medical,B,9000.0,11.26,0.0,0.11,N,2
25.0,35500.0,Rent,5.0,Medical,B,4000.0,10.99,0.0,0.11,N,3
42.0,44000.0,Rent,0.0,Debtconsolidation,A,6000.0,9.63,0.0,0.14,N,14
24.0,82000.0,Mortgage,1.0,Education,A,7500.0,8.32,0.0,0.09,N,3
22.0,30000.0,Rent,7.0,Education,C,6000.0,14.27,1.0,0.2,N,3
30.0,55000.0,Mortgage,1.0,Personal,B,6500.0,10.99,0.0,0.12,N,9
56.0,70000.0,Mortgage,7.0,Personal,B,15000.0,10.38,0.0,0.21,N,20
32.0,74000.0,Mortgage,1.0,Homeimprovement,A,1200.0,7.49,0.0,0.02,N,9
27.0,16800.0,Rent,3.0,Debtconsolidation,B,6500.0,11.99,1.0,0.39,N,8
33.0,35600.0,Rent,1.0,Medical,C,6000.0,13.49,1.0,0.17,Y,6
43.0,54000.0,Rent,0.0,Homeimprovement,D,9000.0,15.65,1.0,0.17,Y,16
22.0,50000.0,Rent,7.0,Medical,A,4000.0,7.4,0.0,0.08,N,2
24.0,141000.0,Mortgage,0.0,Venture,A,10000.0,5.99,0.0,0.07,N,3
31.0,16800.0,Rent,0.0,Homeimprovement,C,3000.0,14.26,1.0,0.18,Y,7
25.0,73000.0,Mortgage,9.0,Debtconsolidation,B,9000.0,11.86,0.0,0.12,N,4
25.0,66420.0,Mortgage,1.0,Medical,B,4000.0,12.18,0.0,0.06,N,3
55.0,50000.0,Rent,2.0,Debtconsolidation,A,20000.0,7.51,1.0,0.4,N,28
25.0,36480.0,Rent,4.0,Debtconsolidation,A,5000.0,6.54,0.0,0.14,N,2
23.0,28800.0,Rent,5.0,Personal,B,2800.0,10.38,0.0,0.1,N,2
24.0,45000.0,Rent,0.0,Education,D,4000.0,15.99,1.0,0.09,Y,3
23.0,90000.0,Rent,4.0,Personal,B,18000.0,8.88,0.0,0.2,N,4
57.0,26400.0,Rent,2.0,Personal,C,2500.0,13.48,0.0,0.09,N,18
29.0,95000.0,Rent,0.0,Venture,B,6000.0,11.49,0.0,0.06,N,7
24.0,66000.0,Rent,3.0,Education,B,25000.0,9.91,1.0,0.38,N,2
27.0,39996.0,Own,1.0,Homeimprovement,B,8000.0,12.53,0.0,0.2,N,5
25.0,32000.0,Rent,9.0,Debtconsolidation,C,6000.0,12.99,1.0,0.19,Y,2
23.0,100000.0,Rent,4.0,Venture,B,4150.0,10.65,0.0,0.04,N,2
28.0,71500.0,Mortgage,13.0,Homeimprovement,B,15000.0,11.49,0.0,0.21,N,7
28.0,100000.0,Mortgage,13.0,Venture,A,13000.0,8.59,0.0,0.13,N,5
25.0,61000.0,Own,2.0,Personal,C,15000.0,14.65,0.0,0.25,N,2
24.0,36000.0,Mortgage,8.0,Venture,A,3250.0,6.39,0.0,0.09,N,2
26.0,95000.0,Mortgage,1.0,Personal,B,24000.0,10.99,0.0,0.25,N,3
24.0,86400.0,Mortgage,2.0,Debtconsolidation,A,12200.0,7.29,0.0,0.14,N,3
26.0,28800.0,Rent,0.0,Homeimprovement,D,13000.0,14.46,1.0,0.45,N,2
35.0,175000.0,Rent,0.0,Debtconsolidation,B,16000.0,11.49,0.0,0.09,N,10
26.0,83000.0,Rent,1.0,Debtconsolidation,B,12000.0,9.99,0.0,0.14,N,3
24.0,120000.0,Mortgage,0.0,Personal,A,16000.0,9.63,0.0,0.13,N,2
25.0,24000.0,Mortgage,0.0,Debtconsolidation,C,6000.0,13.49,0.0,0.25,Y,3
22.0,50000.0,Rent,1.0,Medical,B,16800.0,12.53,1.0,0.34,N,3
25.0,85000.0,Own,1.0,Homeimprovement,C,5000.0,13.79,0.0,0.06,Y,2
37.0,78000.0,Mortgage,5.0,Debtconsolidation,B,12000.0,9.83,0.0,0.15,N,11
34.0,78000.0,Rent,9.0,Debtconsolidation,E,15000.0,16.4,1.0,0.19,N,5
31.0,46000.0,Mortgage,5.0,Education,C,8000.0,13.49,1.0,0.17,Y,5
22.0,28000.0,Rent,4.0,Education,B,3000.0,10.59,0.0,0.11,N,3
35.0,37400.0,Mortgage,3.0,Venture,D,10750.0,15.95,0.0,0.29,N,5
25.0,50000.0,Rent,0.0,Homeimprovement,B,6400.0,9.91,0.0,0.13,N,4
23.0,15000.0,Mortgage,0.0,Personal,C,3600.0,13.47,1.0,0.24,N,4
29.0,62532.0,Rent,6.0,Venture,C,9000.0,13.49,0.0,0.14,N,6
26.0,300000.0,Mortgage,0.0,Education,D,25000.0,15.33,0.0,0.08,N,3
24.0,55782.0,Rent,3.0,Debtconsolidation,A,17000.0,7.51,0.0,0.3,N,3
24.0,72444.0,Mortgage,7.0,Education,B,25000.0,10.74,0.0,0.35,N,3
27.0,15085.0,Rent,2.0,Venture,A,5500.0,5.99,1.0,0.36,N,8
26.0,103000.0,Mortgage,10.0,Education,D,5000.0,14.96,0.0,0.05,N,4
31.0,19968.0,Rent,1.0,Education,B,2500.0,9.62,1.0,0.13,N,6
31.0,190000.0,Own,8.0,Education,A,15000.0,6.03,0.0,0.08,N,8
27.0,31200.0,Mortgage,3.0,Personal,B,3600.0,11.48,0.0,0.12,N,7
23.0,59000.0,Rent,5.0,Debtconsolidation,A,3000.0,7.14,0.0,0.05,N,2
29.0,220000.0,Mortgage,13.0,Debtconsolidation,B,8500.0,10.37,0.0,0.04,N,5
29.0,54000.0,Mortgage,1.0,Personal,G,25000.0,20.16,1.0,0.46,Y,8
23.0,36000.0,Mortgage,6.0,Personal,C,14000.0,12.99,0.0,0.39,Y,3
23.0,75000.0,Rent,3.0,Venture,A,13200.0,6.17,0.0,0.18,N,4
24.0,65000.0,Mortgage,6.0,Personal,B,11000.0,11.49,0.0,0.17,N,2
36.0,37000.0,Mortgage,3.0,Personal,A,7000.0,6.91,0.0,0.19,N,13
44.0,30000.0,Rent,6.0,Venture,C,5000.0,13.98,0.0,0.17,N,11
22.0,42000.0,Rent,2.0,Education,A,6500.0,5.99,0.0,0.15,N,2
29.0,35000.0,Mortgage,14.0,Education,C,8000.0,12.68,0.0,0.23,Y,9
22.0,54000.0,Rent,4.0,Debtconsolidation,C,9000.0,15.96,0.0,0.17,Y,3
27.0,80000.0,Mortgage,11.0,Personal,A,8500.0,6.03,0.0,0.11,N,6
32.0,45000.0,Mortgage,2.0,Medical,C,8000.0,14.65,0.0,0.18,N,8
27.0,90000.0,Mortgage,8.0,Debtconsolidation,A,12000.0,7.29,0.0,0.13,N,5
28.0,148000.0,Mortgage,0.0,Homeimprovement,D,15000.0,15.65,1.0,0.1,Y,5
25.0,54000.0,Own,5.0,Homeimprovement,B,8000.0,11.83,0.0,0.15,N,3
22.0,60000.0,Mortgage,7.0,Venture,C,7000.0,13.61,0.0,0.12,Y,3
27.0,35000.0,Rent,9.0,Debtconsolidation,B,5000.0,11.49,0.0,0.14,N,8
35.0,40800.0,Rent,5.0,Venture,A,5000.0,6.54,0.0,0.12,N,5
24.0,13000.0,Rent,4.0,Personal,B,4000.0,9.88,1.0,0.31,N,2
30.0,54000.0,Rent,2.0,Homeimprovement,E,5000.0,15.13,1.0,0.09,N,7
33.0,56400.0,Mortgage,3.0,Education,B,8500.0,12.42,1.0,0.15,N,6
21.0,50031.0,Mortgage,5.0,Personal,A,2000.0,5.99,0.0,0.04,N,2
23.0,28000.0,Mortgage,5.0,Medical,A,2500.0,5.99,0.0,0.09,N,2
25.0,90000.0,Mortgage,7.0,Venture,A,11000.0,9.32,0.0,0.12,N,3
31.0,135000.0,Mortgage,12.0,Education,C,15000.0,13.85,0.0,0.11,Y,9
27.0,78000.0,Rent,4.0,Personal,B,24000.0,10.99,1.0,0.31,N,10
30.0,138000.0,Mortgage,3.0,Education,E,23975.0,17.93,1.0,0.17,N,7
21.0,41900.0,Rent,2.0,Venture,C,16000.0,12.84,1.0,0.38,Y,2
21.0,24996.0,Own,3.0,Education,D,7000.0,15.58,0.0,0.28,N,2
27.0,48000.0,Rent,5.0,Venture,B,12000.0,11.71,0.0,0.25,N,6
26.0,31000.0,Mortgage,5.0,Education,B,4000.0,10.33,0.0,0.13,N,2
24.0,80400.0,Mortgage,5.0,Personal,A,12000.0,5.79,0.0,0.15,N,2
23.0,44340.0,Own,0.0,Venture,C,3000.0,12.98,0.0,0.07,Y,3
23.0,109200.0,Mortgage,4.0,Venture,A,10000.0,8.63,0.0,0.09,N,2
29.0,52000.0,Rent,3.0,Debtconsolidation,C,10800.0,14.27,0.0,0.21,N,5
41.0,24000.0,Rent,2.0,Debtconsolidation,D,4000.0,16.07,1.0,0.17,N,14
25.0,65000.0,Rent,3.0,Personal,D,18000.0,15.33,1.0,0.28,N,4
30.0,108800.0,Mortgage,2.0,Medical,E,15000.0,16.35,1.0,0.12,N,8
22.0,51000.0,Rent,6.0,Personal,A,7500.0,5.99,0.0,0.15,N,2
26.0,116000.0,Rent,10.0,Medical,B,19800.0,11.48,0.0,0.17,N,4
22.0,96000.0,Rent,4.0,Education,B,3150.0,6.0,0.0,0.03,N,2
24.0,75000.0,Rent,8.0,Personal,B,10000.0,9.91,0.0,0.13,N,3
29.0,110000.0,Mortgage,6.0,Medical,B,5000.0,9.91,0.0,0.05,N,9
22.0,130000.0,Mortgage,3.0,Venture,B,24250.0,12.18,0.0,0.19,N,4
23.0,24216.0,Rent,1.0,Education,D,3600.0,16.49,1.0,0.15,N,3
23.0,44000.0,Rent,0.0,Homeimprovement,F,13000.0,17.26,1.0,0.3,Y,3
25.0,69000.0,Mortgage,7.0,Homeimprovement,A,9600.0,7.49,0.0,0.14,N,3
33.0,135000.0,Own,0.0,Personal,A,6275.0,6.91,0.0,0.05,N,7
25.0,20868.0,Own,0.0,Venture,C,5375.0,13.49,0.0,0.26,Y,2
28.0,110000.0,Mortgage,12.0,Debtconsolidation,A,4800.0,7.51,0.0,0.04,N,9
36.0,45000.0,Rent,4.0,Medical,B,20000.0,11.36,1.0,0.44,N,14
29.0,40000.0,Mortgage,13.0,Venture,A,1400.0,5.99,0.0,0.04,N,9
24.0,185000.0,Mortgage,8.0,Personal,A,10000.0,6.92,0.0,0.05,N,3
34.0,30000.0,Own,3.0,Homeimprovement,C,8875.0,14.27,0.0,0.3,Y,8
22.0,40000.0,Mortgage,3.0,Debtconsolidation,B,7500.0,11.49,0.0,0.19,N,3
29.0,46500.0,Rent,5.0,Venture,C,2500.0,13.92,0.0,0.05,Y,9
27.0,63000.0,Mortgage,12.0,Personal,A,18000.0,7.49,0.0,0.29,N,9
27.0,118000.0,Rent,1.0,Personal,D,13425.0,15.99,1.0,0.11,Y,10
35.0,33600.0,Rent,8.0,Venture,D,3200.0,16.49,0.0,0.1,Y,5
28.0,110244.0,Mortgage,3.0,Homeimprovement,D,18000.0,12.17,0.0,0.16,N,10
26.0,85000.0,Rent,3.0,Homeimprovement,C,21000.0,13.92,0.0,0.25,N,3
37.0,900000.0,Mortgage,5.0,Personal,C,25000.0,12.87,0.0,0.03,Y,13
28.0,62000.0,Rent,4.0,Personal,C,7200.0,12.99,0.0,0.12,Y,9
31.0,65000.0,Rent,2.0,Education,B,6000.0,11.49,0.0,0.09,N,6
25.0,96000.0,Own,0.0,Education,B,4000.0,9.88,0.0,0.04,N,3
27.0,160669.0,Mortgage,3.0,Debtconsolidation,B,8000.0,11.36,0.0,0.05,N,9
34.0,140000.0,Mortgage,17.0,Venture,D,12000.0,15.21,0.0,0.09,Y,10
27.0,81000.0,Rent,0.0,Venture,A,6000.0,7.14,0.0,0.07,N,9
25.0,128000.0,Mortgage,4.0,Homeimprovement,B,10000.0,11.58,1.0,0.08,N,2
29.0,72000.0,Mortgage,12.0,Debtconsolidation,D,12000.0,15.62,1.0,0.17,Y,9
22.0,58900.0,Rent,2.0,Medical,C,14900.0,13.57,0.0,0.25,N,3
23.0,87000.0,Mortgage,7.0,Medical,A,17000.0,7.51,0.0,0.2,N,3
24.0,24000.0,Rent,2.0,Education,D,3500.0,15.65,1.0,0.15,Y,4
23.0,37000.0,Mortgage,2.0,Education,A,10000.0,7.74,0.0,0.27,N,3
21.0,20004.0,Own,2.0,Medical,B,2500.0,9.63,0.0,0.12,N,2
28.0,69000.0,Own,11.0,Homeimprovement,B,6000.0,11.86,0.0,0.09,N,9
34.0,220000.0,Mortgage,6.0,Debtconsolidation,B,7350.0,11.99,0.0,0.03,N,6
22.0,34404.0,Rent,2.0,Homeimprovement,D,7500.0,15.05,1.0,0.22,N,2
25.0,46000.0,Mortgage,4.0,Education,C,2125.0,12.99,0.0,0.05,Y,2
21.0,27600.0,Rent,2.0,Education,B,3000.0,11.49,0.0,0.11,N,4
